locus_tag	ftype	length_bp	gene	EC_number	COG	product
HPFNLEKH_01142	gene	1527				
HPFNLEKH_01142	CDS	1527				hypothetical protein
HPFNLEKH_01143	gene	483				
HPFNLEKH_01143	CDS	483				hypothetical protein
HPFNLEKH_01144	gene	1512	ftsH_1			
HPFNLEKH_01144	CDS	1512	ftsH_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
HPFNLEKH_01145	gene	657				
HPFNLEKH_01145	CDS	657				hypothetical protein
HPFNLEKH_01146	gene	1251				
HPFNLEKH_01146	CDS	1251				hypothetical protein
HPFNLEKH_01147	gene	873				
HPFNLEKH_01147	CDS	873				hypothetical protein
HPFNLEKH_01148	gene	1482				
HPFNLEKH_01148	CDS	1482				hypothetical protein
HPFNLEKH_01149	gene	1554	nhaS2			
HPFNLEKH_01149	CDS	1554	nhaS2			Na(+)/H(+) antiporter NhaS2
HPFNLEKH_01150	gene	258				
HPFNLEKH_01150	CDS	258				hypothetical protein
HPFNLEKH_01151	gene	1131	dnaJ_4			
HPFNLEKH_01151	CDS	1131	dnaJ_4		COG0484	Chaperone protein DnaJ
HPFNLEKH_01152	gene	1962	dnaK			
HPFNLEKH_01152	CDS	1962	dnaK			Chaperone protein DnaK
HPFNLEKH_01153	gene	747	grpE			
HPFNLEKH_01153	CDS	747	grpE			Protein GrpE
HPFNLEKH_01154	gene	513				
HPFNLEKH_01154	CDS	513				hypothetical protein
HPFNLEKH_01155	gene	678	trkA			
HPFNLEKH_01155	CDS	678	trkA		COG0569	Trk system potassium uptake protein TrkA
HPFNLEKH_01156	gene	606				
HPFNLEKH_01156	CDS	606				hypothetical protein
HPFNLEKH_01157	gene	621				
HPFNLEKH_01157	CDS	621				hypothetical protein
HPFNLEKH_01158	gene	606				
HPFNLEKH_01158	CDS	606				hypothetical protein
HPFNLEKH_01159	gene	381				
HPFNLEKH_01159	CDS	381				hypothetical protein
HPFNLEKH_01160	gene	333	hxlR			
HPFNLEKH_01160	CDS	333	hxlR		COG1733	HTH-type transcriptional activator HxlR
HPFNLEKH_01161	gene	624	azoR			
HPFNLEKH_01161	CDS	624	azoR	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase
HPFNLEKH_01162	gene	681				
HPFNLEKH_01162	CDS	681				hypothetical protein
HPFNLEKH_01163	gene	348				
HPFNLEKH_01163	CDS	348				hypothetical protein
HPFNLEKH_01164	gene	861	cmpD_2			
HPFNLEKH_01164	CDS	861	cmpD_2	3.6.3.-	COG1116	Bicarbonate transport ATP-binding protein CmpD
HPFNLEKH_01165	gene	678				
HPFNLEKH_01165	CDS	678				hypothetical protein
HPFNLEKH_01166	gene	1386				
HPFNLEKH_01166	CDS	1386			COG1055	putative transporter
HPFNLEKH_01167	gene	195				
HPFNLEKH_01167	CDS	195				hypothetical protein
HPFNLEKH_01168	gene	462				
HPFNLEKH_01168	CDS	462				hypothetical protein
HPFNLEKH_01169	gene	327				
HPFNLEKH_01169	CDS	327				hypothetical protein
HPFNLEKH_01170	gene	2184				
HPFNLEKH_01170	CDS	2184				hypothetical protein
HPFNLEKH_01171	gene	699				
HPFNLEKH_01171	CDS	699				hypothetical protein
HPFNLEKH_01172	gene	300				
HPFNLEKH_01172	CDS	300				hypothetical protein
HPFNLEKH_01173	gene	558				
HPFNLEKH_01173	CDS	558				hypothetical protein
HPFNLEKH_01174	gene	411	petC_1			
HPFNLEKH_01174	CDS	411	petC_1	7.1.1.6		Cytochrome b6-f complex iron-sulfur subunit
HPFNLEKH_01175	gene	1197				
HPFNLEKH_01175	CDS	1197				hypothetical protein
HPFNLEKH_01176	gene	360	higB2			
HPFNLEKH_01176	CDS	360	higB2		COG4683	Putative toxin HigB2
HPFNLEKH_01177	gene	306				
HPFNLEKH_01177	CDS	306				hypothetical protein
HPFNLEKH_01178	gene	939	gltC			
HPFNLEKH_01178	CDS	939	gltC			HTH-type transcriptional regulator GltC
HPFNLEKH_01179	gene	1071	trpD			
HPFNLEKH_01179	CDS	1071	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
HPFNLEKH_01180	gene	489				
HPFNLEKH_01180	CDS	489				hypothetical protein
HPFNLEKH_01181	gene	459				
HPFNLEKH_01181	CDS	459				hypothetical protein
HPFNLEKH_01182	gene	1284				
HPFNLEKH_01182	CDS	1284				hypothetical protein
HPFNLEKH_01183	gene	306				
HPFNLEKH_01183	CDS	306				hypothetical protein
HPFNLEKH_01184	gene	240				
HPFNLEKH_01184	CDS	240				hypothetical protein
HPFNLEKH_01185	gene	633				
HPFNLEKH_01185	CDS	633				hypothetical protein
HPFNLEKH_01186	gene	240				
HPFNLEKH_01186	CDS	240				hypothetical protein
HPFNLEKH_01187	gene	255				
HPFNLEKH_01187	CDS	255				hypothetical protein
HPFNLEKH_01188	gene	255				
HPFNLEKH_01188	CDS	255				hypothetical protein
HPFNLEKH_01189	gene	360				
HPFNLEKH_01189	CDS	360				hypothetical protein
HPFNLEKH_01190	gene	165				
HPFNLEKH_01190	CDS	165				hypothetical protein
HPFNLEKH_01191	gene	741				
HPFNLEKH_01191	CDS	741				hypothetical protein
HPFNLEKH_01192	gene	1713	dfa5_2			
HPFNLEKH_01192	CDS	1713	dfa5_2	1.-.-.-	COG0426	Putative diflavin flavoprotein A 5
HPFNLEKH_01193	gene	2307				
HPFNLEKH_01193	CDS	2307				hypothetical protein
HPFNLEKH_01194	gene	102				
HPFNLEKH_01194	CDS	102				hypothetical protein
HPFNLEKH_01195	gene	372				
HPFNLEKH_01195	CDS	372				hypothetical protein
HPFNLEKH_01196	gene	396	glpE_1			
HPFNLEKH_01196	CDS	396	glpE_1	2.8.1.1		Thiosulfate sulfurtransferase GlpE
HPFNLEKH_01197	gene	189	psbZ			
HPFNLEKH_01197	CDS	189	psbZ			Photosystem II reaction center protein Z
HPFNLEKH_01198	gene	573	ribH			
HPFNLEKH_01198	CDS	573	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
HPFNLEKH_01199	gene	2751	pat			
HPFNLEKH_01199	CDS	2751	pat	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase Pat
HPFNLEKH_01200	gene	477				
HPFNLEKH_01200	CDS	477				hypothetical protein
HPFNLEKH_01201	gene	1035	hpd			
HPFNLEKH_01201	CDS	1035	hpd	1.13.11.27	COG3185	4-hydroxyphenylpyruvate dioxygenase
HPFNLEKH_01202	gene	486				
HPFNLEKH_01202	CDS	486				hypothetical protein
HPFNLEKH_01203	gene	3468	rcsC_11			
HPFNLEKH_01203	CDS	3468	rcsC_11	2.7.13.3		Sensor histidine kinase RcsC
HPFNLEKH_01204	gene	1923	dnaG			
HPFNLEKH_01204	CDS	1923	dnaG	2.7.7.-	COG0358	DNA primase
HPFNLEKH_01205	gene	2175				
HPFNLEKH_01205	CDS	2175				hypothetical protein
HPFNLEKH_01206	gene	900	folD			
HPFNLEKH_01206	CDS	900	folD		COG0190	Bifunctional protein FolD protein
HPFNLEKH_01207	gene	930				
HPFNLEKH_01207	CDS	930		2.5.1.10		Farnesyl diphosphate synthase
HPFNLEKH_01208	gene	471				
HPFNLEKH_01208	CDS	471				hypothetical protein
HPFNLEKH_01209	gene	735				
HPFNLEKH_01209	CDS	735				hypothetical protein
HPFNLEKH_01210	gene	330				
HPFNLEKH_01210	CDS	330				Ycf54-like protein
HPFNLEKH_01211	gene	720				
HPFNLEKH_01211	CDS	720				hypothetical protein
HPFNLEKH_01212	gene	720	pdxJ			
HPFNLEKH_01212	CDS	720	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
HPFNLEKH_01213	gene	1173				
HPFNLEKH_01213	CDS	1173				hypothetical protein
HPFNLEKH_01214	gene	306				
HPFNLEKH_01214	CDS	306				hypothetical protein
HPFNLEKH_01215	gene	2343				
HPFNLEKH_01215	CDS	2343				hypothetical protein
HPFNLEKH_01216	gene	213				
HPFNLEKH_01216	CDS	213				hypothetical protein
HPFNLEKH_01217	gene	183				
HPFNLEKH_01217	CDS	183				hypothetical protein
HPFNLEKH_01218	gene	300				
HPFNLEKH_01218	CDS	300				hypothetical protein
HPFNLEKH_01219	gene	207				
HPFNLEKH_01219	CDS	207				hypothetical protein
HPFNLEKH_01220	gene	642	cheB_2			
HPFNLEKH_01220	CDS	642	cheB_2	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
HPFNLEKH_01221	gene	903	lipA2			
HPFNLEKH_01221	CDS	903	lipA2	2.8.1.8	COG0320	Lipoyl synthase 2
HPFNLEKH_01222	gene	135	psaX			
HPFNLEKH_01222	CDS	135	psaX			Photosystem I 4.8 kDa protein
HPFNLEKH_01223	gene	867	livH_1			
HPFNLEKH_01223	CDS	867	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
HPFNLEKH_01224	gene	1812	rcsC_12			
HPFNLEKH_01224	CDS	1812	rcsC_12	2.7.13.3		Sensor histidine kinase RcsC
HPFNLEKH_01225	gene	963				
HPFNLEKH_01225	CDS	963				hypothetical protein
HPFNLEKH_01226	gene	324				
HPFNLEKH_01226	CDS	324				hypothetical protein
HPFNLEKH_01227	gene	1923	pbpG			
HPFNLEKH_01227	CDS	1923	pbpG		COG0744	Penicillin-binding protein 2D
HPFNLEKH_01228	gene	1197	tyrS			
HPFNLEKH_01228	CDS	1197	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
HPFNLEKH_01229	gene	717	pyrF			
HPFNLEKH_01229	CDS	717	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
HPFNLEKH_01230	gene	231				
HPFNLEKH_01230	CDS	231				hypothetical protein
HPFNLEKH_01231	gene	411				
HPFNLEKH_01231	CDS	411				hypothetical protein
HPFNLEKH_01232	gene	849				
HPFNLEKH_01232	CDS	849				hypothetical protein
HPFNLEKH_01233	gene	333				
HPFNLEKH_01233	CDS	333				hypothetical protein
HPFNLEKH_01234	gene	150	msbA			
HPFNLEKH_01234	CDS	150	msbA	7.5.2.6		Lipid A export ATP-binding/permease protein MsbA
HPFNLEKH_01235	gene	429				
HPFNLEKH_01235	CDS	429				hypothetical protein
HPFNLEKH_01236	gene	441	cynS			
HPFNLEKH_01236	CDS	441	cynS	4.2.1.104		Cyanate hydratase
HPFNLEKH_01237	gene	906	pvuIIM			
HPFNLEKH_01237	CDS	906	pvuIIM	2.1.1.113		Modification methylase PvuII
HPFNLEKH_01238	gene	213				
HPFNLEKH_01238	CDS	213				hypothetical protein
HPFNLEKH_01239	gene	1185	ndhH			
HPFNLEKH_01239	CDS	1185	ndhH	7.1.1.-	COG0649	NAD(P)H-quinone oxidoreductase subunit H
HPFNLEKH_01240	gene	909	rsmH			
HPFNLEKH_01240	CDS	909	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
HPFNLEKH_01241	gene	2307				
HPFNLEKH_01241	CDS	2307				hypothetical protein
HPFNLEKH_01242	gene	258				
HPFNLEKH_01242	CDS	258				hypothetical protein
HPFNLEKH_01243	gene	1011	Dml			
HPFNLEKH_01243	CDS	1011	Dml	4.1.3.32		2,3-dimethylmalate lyase
HPFNLEKH_01244	gene	666	nox			
HPFNLEKH_01244	CDS	666	nox	1.6.99.3	COG0778	NADH dehydrogenase
HPFNLEKH_01245	gene	1209	nemA			
HPFNLEKH_01245	CDS	1209	nemA	1.3.1.-	COG1902	N-ethylmaleimide reductase
HPFNLEKH_01246	gene	333	trxA_2			
HPFNLEKH_01246	CDS	333	trxA_2			Thioredoxin 1
HPFNLEKH_01247	gene	339				
HPFNLEKH_01247	CDS	339				hypothetical protein
HPFNLEKH_01248	gene	249				
HPFNLEKH_01248	CDS	249				hypothetical protein
HPFNLEKH_01249	gene	669				
HPFNLEKH_01249	CDS	669				hypothetical protein
HPFNLEKH_01250	gene	381	pksL			
HPFNLEKH_01250	CDS	381	pksL		COG3321	Polyketide synthase PksL
HPFNLEKH_01251	gene	1809	caiA			
HPFNLEKH_01251	CDS	1809	caiA	1.3.8.13		Crotonobetainyl-CoA reductase
HPFNLEKH_01252	gene	1809				
HPFNLEKH_01252	CDS	1809		6.2.1.51	COG0318	4-hydroxyphenylalkanoate adenylyltransferase
HPFNLEKH_01253	gene	1035	ribF			
HPFNLEKH_01253	CDS	1035	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
HPFNLEKH_01254	gene	897	rbn_1			
HPFNLEKH_01254	CDS	897	rbn_1	3.1.26.11		Ribonuclease BN
HPFNLEKH_01255	gene	798	surE_1			
HPFNLEKH_01255	CDS	798	surE_1	3.1.3.5	COG0496	5'-nucleotidase SurE
HPFNLEKH_01256	gene	993	pheS			
HPFNLEKH_01256	CDS	993	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
HPFNLEKH_01257	gene	474				
HPFNLEKH_01257	CDS	474				Putative universal stress protein
HPFNLEKH_01258	gene	696				
HPFNLEKH_01258	CDS	696				hypothetical protein
HPFNLEKH_01259	gene	654				
HPFNLEKH_01259	CDS	654				hypothetical protein
HPFNLEKH_01260	gene	231				
HPFNLEKH_01260	CDS	231				hypothetical protein
HPFNLEKH_01261	gene	2175	copA_1			
HPFNLEKH_01261	CDS	2175	copA_1	7.2.2.8	COG2217	Copper-exporting P-type ATPase
HPFNLEKH_01262	gene	177				
HPFNLEKH_01262	CDS	177				hypothetical protein
HPFNLEKH_01263	gene	702				
HPFNLEKH_01263	CDS	702				hypothetical protein
HPFNLEKH_01264	gene	99				
HPFNLEKH_01264	CDS	99				hypothetical protein
HPFNLEKH_01265	gene	4023				
HPFNLEKH_01265	CDS	4023				hypothetical protein
HPFNLEKH_01266	gene	321				
HPFNLEKH_01266	CDS	321				hypothetical protein
HPFNLEKH_01267	gene	396				
HPFNLEKH_01267	CDS	396				hypothetical protein
HPFNLEKH_01268	gene	732				
HPFNLEKH_01268	CDS	732				hypothetical protein
HPFNLEKH_01269	gene	765				
HPFNLEKH_01269	CDS	765				hypothetical protein
HPFNLEKH_01270	gene	2346				
HPFNLEKH_01270	CDS	2346				hypothetical protein
HPFNLEKH_01271	gene	1014	gap2			
HPFNLEKH_01271	CDS	1014	gap2	1.2.1.59	COG0057	Glyceraldehyde-3-phosphate dehydrogenase 2
HPFNLEKH_01272	gene	627	nadD_1			
HPFNLEKH_01272	CDS	627	nadD_1	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
HPFNLEKH_01273	gene	156				
HPFNLEKH_01273	CDS	156				hypothetical protein
HPFNLEKH_01274	gene	1485	murC			
HPFNLEKH_01274	CDS	1485	murC	6.3.2.8		UDP-N-acetylmuramate--L-alanine ligase
HPFNLEKH_01275	gene	996	murB			
HPFNLEKH_01275	CDS	996	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
HPFNLEKH_01276	gene	348	ybaB			
HPFNLEKH_01276	CDS	348	ybaB		COG0718	Nucleoid-associated protein YbaB
HPFNLEKH_01277	gene	1320	mdtA_1			
HPFNLEKH_01277	CDS	1320	mdtA_1			Multidrug resistance protein MdtA
HPFNLEKH_01278	gene	3174	bepE			
HPFNLEKH_01278	CDS	3174	bepE			Efflux pump membrane transporter BepE
HPFNLEKH_01279	gene	507				
HPFNLEKH_01279	CDS	507				hypothetical protein
HPFNLEKH_01280	gene	2361	mtgA_1			
HPFNLEKH_01280	CDS	2361	mtgA_1	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
HPFNLEKH_01281	gene	1554	uvrB_1			
HPFNLEKH_01281	CDS	1554	uvrB_1			UvrABC system protein B
HPFNLEKH_01282	gene	1056				
HPFNLEKH_01282	CDS	1056				hypothetical protein
HPFNLEKH_01283	gene	1215				
HPFNLEKH_01283	CDS	1215				hypothetical protein
HPFNLEKH_01284	gene	756	yciO			
HPFNLEKH_01284	CDS	756	yciO		COG0009	putative protein YciO
HPFNLEKH_01285	gene	1281	larC			
HPFNLEKH_01285	CDS	1281	larC	4.99.1.12		Pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel insertion protein
HPFNLEKH_01286	gene	534				
HPFNLEKH_01286	CDS	534				hypothetical protein
HPFNLEKH_01287	gene	567				
HPFNLEKH_01287	CDS	567				hypothetical protein
HPFNLEKH_01288	gene	1911	sasA_5			
HPFNLEKH_01288	CDS	1911	sasA_5	2.7.-.-		Adaptive-response sensory-kinase SasA
HPFNLEKH_01289	gene	420	psaD			
HPFNLEKH_01289	CDS	420	psaD			Photosystem I reaction center subunit II
HPFNLEKH_01290	gene	1515	trpE			
HPFNLEKH_01290	CDS	1515	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
HPFNLEKH_01291	gene	846	ftsQ			
HPFNLEKH_01291	CDS	846	ftsQ			Cell division protein FtsQ
HPFNLEKH_01292	gene	411	pkwA_2			
HPFNLEKH_01292	CDS	411	pkwA_2	2.7.11.1		putative serine/threonine-protein kinase PkwA
HPFNLEKH_01293	gene	363				
HPFNLEKH_01293	CDS	363				hypothetical protein
HPFNLEKH_01294	gene	822	psbO			
HPFNLEKH_01294	CDS	822	psbO			Photosystem II manganese-stabilizing polypeptide
HPFNLEKH_01295	gene	855	mscS_1			
HPFNLEKH_01295	CDS	855	mscS_1		COG0668	Small-conductance mechanosensitive channel
HPFNLEKH_01296	gene	939				
HPFNLEKH_01296	CDS	939				hypothetical protein
HPFNLEKH_01297	gene	312				
HPFNLEKH_01297	CDS	312				hypothetical protein
HPFNLEKH_01298	gene	702				
HPFNLEKH_01298	CDS	702				hypothetical protein
HPFNLEKH_01299	gene	675				
HPFNLEKH_01299	CDS	675				hypothetical protein
HPFNLEKH_01300	gene	468				
HPFNLEKH_01300	CDS	468				hypothetical protein
HPFNLEKH_01301	gene	1029	xerC_1			
HPFNLEKH_01301	CDS	1029	xerC_1			Tyrosine recombinase XerC
HPFNLEKH_01302	gene	414				
HPFNLEKH_01302	CDS	414				hypothetical protein
HPFNLEKH_01303	gene	387				
HPFNLEKH_01303	CDS	387				hypothetical protein
HPFNLEKH_01304	gene	387				
HPFNLEKH_01304	CDS	387				hypothetical protein
HPFNLEKH_01305	gene	717				
HPFNLEKH_01305	CDS	717				hypothetical protein
HPFNLEKH_01306	gene	1014	cmpR_1			
HPFNLEKH_01306	CDS	1014	cmpR_1			HTH-type transcriptional activator CmpR
HPFNLEKH_01307	gene	720				
HPFNLEKH_01307	CDS	720				hypothetical protein
HPFNLEKH_01308	gene	1989	prcA			
HPFNLEKH_01308	CDS	1989	prcA	3.4.21.-	COG1404	Calcium-dependent protease
HPFNLEKH_01309	gene	579				
HPFNLEKH_01309	CDS	579				hypothetical protein
HPFNLEKH_01310	gene	771				
HPFNLEKH_01310	CDS	771				hypothetical protein
HPFNLEKH_01311	gene	204				
HPFNLEKH_01311	CDS	204				hypothetical protein
HPFNLEKH_01312	gene	4431				
HPFNLEKH_01312	CDS	4431				hypothetical protein
HPFNLEKH_01313	gene	438				
HPFNLEKH_01313	CDS	438				hypothetical protein
HPFNLEKH_01314	gene	210				
HPFNLEKH_01314	CDS	210				hypothetical protein
HPFNLEKH_01315	gene	915	pssM			
HPFNLEKH_01315	CDS	915	pssM	2.5.1.98		Exopolysaccharide glucosyl ketal-pyruvate-transferase
HPFNLEKH_01316	gene	1269				
HPFNLEKH_01316	CDS	1269		2.7.7.-		CC-adding tRNA nucleotidyltransferase
HPFNLEKH_01317	gene	249				
HPFNLEKH_01317	CDS	249				hypothetical protein
HPFNLEKH_01318	gene	657				
HPFNLEKH_01318	CDS	657				hypothetical protein
HPFNLEKH_01319	gene	681	surE_2			
HPFNLEKH_01319	CDS	681	surE_2	3.1.3.5	COG0496	5'-nucleotidase SurE
HPFNLEKH_01320	gene	513				
HPFNLEKH_01320	CDS	513				hypothetical protein
HPFNLEKH_01321	gene	675	ecfA2_1			
HPFNLEKH_01321	CDS	675	ecfA2_1	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA2
HPFNLEKH_01322	gene	939				
HPFNLEKH_01322	CDS	939				hypothetical protein
HPFNLEKH_01323	gene	159				
HPFNLEKH_01323	CDS	159				hypothetical protein
HPFNLEKH_01324	gene	2256	relA			
HPFNLEKH_01324	CDS	2256	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
HPFNLEKH_01325	gene	1323				
HPFNLEKH_01325	CDS	1323				hypothetical protein
HPFNLEKH_01326	gene	1503	ndhD1_1			
HPFNLEKH_01326	CDS	1503	ndhD1_1	7.1.1.-	COG1008	NAD(P)H-quinone oxidoreductase chain 4 1
HPFNLEKH_01327	gene	1863	nuoL_1			
HPFNLEKH_01327	CDS	1863	nuoL_1	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
HPFNLEKH_01328	gene	294				
HPFNLEKH_01328	CDS	294				hypothetical protein
HPFNLEKH_01329	gene	2646	topA			
HPFNLEKH_01329	CDS	2646	topA	5.6.2.1	COG0550	DNA topoisomerase 1
HPFNLEKH_01330	gene	171				
HPFNLEKH_01330	CDS	171				hypothetical protein
HPFNLEKH_01331	gene	444	aroQ			
HPFNLEKH_01331	CDS	444	aroQ	4.2.1.10	COG0757	3-dehydroquinate dehydratase
HPFNLEKH_01332	gene	114				
HPFNLEKH_01332	CDS	114				hypothetical protein
HPFNLEKH_01333	gene	2091	nuoL_2			
HPFNLEKH_01333	CDS	2091	nuoL_2	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
HPFNLEKH_01334	gene	111				
HPFNLEKH_01334	CDS	111				hypothetical protein
HPFNLEKH_01335	gene	1578	ndhD1_2			
HPFNLEKH_01335	CDS	1578	ndhD1_2	7.1.1.-	COG1008	NAD(P)H-quinone oxidoreductase chain 4 1
HPFNLEKH_01336	gene	738				
HPFNLEKH_01336	CDS	738				hypothetical protein
HPFNLEKH_01337	gene	1149	bshA			
HPFNLEKH_01337	CDS	1149	bshA	2.4.1.-	COG0438	N-acetyl-alpha-D-glucosaminyl L-malate synthase
HPFNLEKH_01338	gene	1638				
HPFNLEKH_01338	CDS	1638				hypothetical protein
HPFNLEKH_01339	gene	891	recO			
HPFNLEKH_01339	CDS	891	recO			DNA repair protein RecO
HPFNLEKH_01340	gene	681	deoC1			
HPFNLEKH_01340	CDS	681	deoC1	4.1.2.4		Deoxyribose-phosphate aldolase 1
HPFNLEKH_01341	gene	783				
HPFNLEKH_01341	CDS	783				hypothetical protein
HPFNLEKH_01342	gene	747				
HPFNLEKH_01342	CDS	747				hypothetical protein
HPFNLEKH_01343	gene	1668	ccmM			
HPFNLEKH_01343	CDS	1668	ccmM		COG0663	Carbon dioxide concentrating mechanism protein CcmM
HPFNLEKH_01344	gene	306	ccmL			
HPFNLEKH_01344	CDS	306	ccmL			Carbon dioxide concentrating mechanism protein CcmL
HPFNLEKH_01345	gene	345	ccmK1			
HPFNLEKH_01345	CDS	345	ccmK1			Carbon dioxide-concentrating mechanism protein CcmK 
HPFNLEKH_01346	gene	309	ccmK2			
HPFNLEKH_01346	CDS	309	ccmK2			Carbon dioxide-concentrating mechanism protein CcmK 
HPFNLEKH_01347	gene	264				
HPFNLEKH_01347	CDS	264				hypothetical protein
HPFNLEKH_01348	gene	654				
HPFNLEKH_01348	CDS	654				hypothetical protein
HPFNLEKH_01349	gene	73				
HPFNLEKH_01349	tRNA	73				tRNA-Met(cat)
HPFNLEKH_01350	gene	435				
HPFNLEKH_01350	CDS	435				hypothetical protein
HPFNLEKH_01351	gene	621	pyrE_1			
HPFNLEKH_01351	CDS	621	pyrE_1	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
HPFNLEKH_01352	gene	2367				
HPFNLEKH_01352	CDS	2367				hypothetical protein
HPFNLEKH_01353	gene	696	bacC			
HPFNLEKH_01353	CDS	696	bacC	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
HPFNLEKH_01354	gene	1152				
HPFNLEKH_01354	CDS	1152		2.5.-.-		Deoxyhypusine synthase-like protein
HPFNLEKH_01355	gene	390				
HPFNLEKH_01355	CDS	390				hypothetical protein
HPFNLEKH_01356	gene	693	cobO			
HPFNLEKH_01356	CDS	693	cobO	2.5.1.17		Corrinoid adenosyltransferase
HPFNLEKH_01357	gene	642				
HPFNLEKH_01357	CDS	642				hypothetical protein
HPFNLEKH_01358	gene	1470	amyS			
HPFNLEKH_01358	CDS	1470	amyS	3.2.1.1		Alpha-amylase
HPFNLEKH_01359	gene	918				
HPFNLEKH_01359	CDS	918		2.7.4.1	COG2326	Polyphosphate:ADP phosphotransferase
HPFNLEKH_01360	gene	783				
HPFNLEKH_01360	CDS	783				hypothetical protein
HPFNLEKH_01361	gene	606	sigK			
HPFNLEKH_01361	CDS	606	sigK		COG1595	ECF RNA polymerase sigma factor SigK
HPFNLEKH_01362	gene	246				
HPFNLEKH_01362	CDS	246				hypothetical protein
HPFNLEKH_01363	gene	279				
HPFNLEKH_01363	CDS	279				hypothetical protein
HPFNLEKH_01364	gene	390				
HPFNLEKH_01364	CDS	390				hypothetical protein
HPFNLEKH_01365	gene	252				
HPFNLEKH_01365	CDS	252				hypothetical protein
HPFNLEKH_01366	gene	279				
HPFNLEKH_01366	CDS	279				hypothetical protein
HPFNLEKH_01367	gene	570				
HPFNLEKH_01367	CDS	570				hypothetical protein
HPFNLEKH_01368	gene	663				
HPFNLEKH_01368	CDS	663				hypothetical protein
HPFNLEKH_01369	gene	816				
HPFNLEKH_01369	CDS	816				hypothetical protein
HPFNLEKH_01370	gene	1326				
HPFNLEKH_01370	CDS	1326				hypothetical protein
HPFNLEKH_01371	gene	94				
HPFNLEKH_01371	tRNA	94				tRNA-Ser(gct)
HPFNLEKH_01372	gene	843				
HPFNLEKH_01372	CDS	843		2.1.1.295		2-methyl-6-phytyl-1,4-hydroquinone methyltransferase
HPFNLEKH_01373	gene	3864	rcsC_13			
HPFNLEKH_01373	CDS	3864	rcsC_13	2.7.13.3		Sensor histidine kinase RcsC
HPFNLEKH_01374	gene	2418	susA_1			
HPFNLEKH_01374	CDS	2418	susA_1	2.4.1.13	COG0438	Sucrose synthase
HPFNLEKH_01375	gene	417				
HPFNLEKH_01375	CDS	417				hypothetical protein
HPFNLEKH_01376	gene	2250				
HPFNLEKH_01376	CDS	2250				hypothetical protein
HPFNLEKH_01377	gene	468				
HPFNLEKH_01377	CDS	468				hypothetical protein
HPFNLEKH_01378	gene	1389				
HPFNLEKH_01378	CDS	1389		1.14.-.-	COG2124	Putative cytochrome P450 135A1
HPFNLEKH_01379	gene	456				
HPFNLEKH_01379	CDS	456				hypothetical protein
HPFNLEKH_01380	gene	795	rutB			
HPFNLEKH_01380	CDS	795	rutB	3.5.1.110	COG1335	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
HPFNLEKH_01381	gene	1401				
HPFNLEKH_01381	CDS	1401		3.5.4.32	COG0402	8-oxoguanine deaminase
HPFNLEKH_01382	gene	603				
HPFNLEKH_01382	CDS	603				hypothetical protein
HPFNLEKH_01383	gene	2508	gyrA_2			
HPFNLEKH_01383	CDS	2508	gyrA_2	5.6.2.2	COG0188	DNA gyrase subunit A
HPFNLEKH_01384	gene	495	rssB_1			
HPFNLEKH_01384	CDS	495	rssB_1			Regulator of RpoS
HPFNLEKH_01385	gene	873	cpoB_2			
HPFNLEKH_01385	CDS	873	cpoB_2			Cell division coordinator CpoB
HPFNLEKH_01386	gene	1290	eno			
HPFNLEKH_01386	CDS	1290	eno	4.2.1.11	COG0148	Enolase
HPFNLEKH_01387	gene	843				
HPFNLEKH_01387	CDS	843				hypothetical protein
HPFNLEKH_01388	gene	846	thiD			
HPFNLEKH_01388	CDS	846	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
HPFNLEKH_01389	gene	1635				
HPFNLEKH_01389	CDS	1635				hypothetical protein
